names	scores	logfoldchanges	pvals	pvals_adj
ZFAND6	0.60597503	0.07296209	0.5445313487388826	0.673028457584998
SCIMP	0.6051215	-0.053311966	0.5450982546403128	0.67350560725963
MAGT1	0.604268	0.02339683	0.5456654534030994	0.673759333048124
PPP2R5E	0.60256106	0.080854654	0.5468007284638142	0.6747136888002797
ABHD17A	0.6008541	0.17276809	0.5479371718175579	0.6752210548804055
COL4A3BP	0.6008541	0.025560245	0.5479371718175579	0.6752210548804055
ADA	0.6008541	0.07352226	0.5479371718175579	0.6752210548804055
PRPF18	0.6000006	0.116861895	0.5485058309445264	0.6754747732927965
CTDSPL2	0.5940262	-0.007417164	0.5524945857794517	0.6788155187867627
LCP1	0.5940262	-0.098791145	0.5524945857794517	0.6788155187867627
ZNF22	0.5940262	0.13354161	0.5524945857794517	0.6788155187867627
PCNX	0.59061223	-0.063717395	0.5547802471694838	0.6811742962278793
PSMD14	0.5889053	-0.02421255	0.5559248089244477	0.6819051345305149
SNRPA1	0.5889053	0.2506826	0.5559248089244477	0.6819051345305149
HSP90B1	0.58549136	0.024268756	0.5582173836792064	0.6838162950070278
ADCY7	0.5846379	0.10749092	0.5587912447823675	0.6842941780892919
TECR	0.5837844	0.20724615	0.5593653923022837	0.6843221816470777
NARS	0.5812239	-0.023995118	0.5610895506049153	0.6848853529800463
AFTPH	0.5803704	0.111516684	0.5616648410314343	0.6848853529800463
PLK3	0.5803704	0.17362526	0.5616648410314343	0.6848853529800463
CANX	0.5769565	0.0945213	0.5639688502899662	0.6874697212699948
MXD1	0.5752495	0.06813191	0.565122559541593	0.688650658289559
CDK11B	0.5718356	0.0792173	0.5674333760599909	0.6905627099501327
RPL5	0.5701286	-0.0094302455	0.5685904788084941	0.6912931580420607
DNAJB6	0.5701286	0.18923727	0.5685904788084941	0.6912931580420607
BST1	0.56671464	0.14164394	0.5709080619224791	0.69388434157941
OAT	0.56586117	0.09007368	0.571488159705472	0.6941620183962218
CLTC	0.5633007	-0.11539812	0.5732301332745355	0.6948922579148341
ZBTB7A	0.5615937	0.09403061	0.5743928462877852	0.6958487181443436
SCAF11	0.5615937	0.0072281435	0.5743928462877852	0.6958487181443436
RAB6A	0.5581798	0.35912526	0.5767216154081453	0.698215635819224
KRAS	0.5547659	0.15259182	0.5790548264444999	0.700129926519259
ISY1	0.55305886	0.16177395	0.5802230918201217	0.7004054437400755
VMA21	0.55305886	0.20373869	0.5802230918201217	0.7004054437400755
RHOF	0.55305886	0.10671674	0.5802230918201217	0.7004054437400755
DNAJC10	0.54964495	0.029627733	0.582562930488205	0.7018648829304676
TPD52L2	0.54964495	0.04083792	0.582562930488205	0.7018648829304676
TPI1	0.547938	0.019530732	0.5837344990354683	0.7030489244528085
SPAG7	0.546231	-0.024015715	0.584907163880344	0.7033726573861055
CHD3	0.544524	0.25181922	0.5860809226286481	0.7033726573861055
BEX2	0.544524	0.036666397	0.5860809226286481	0.7033726573861055
CNOT8	0.544524	0.13179693	0.5860809226286481	0.7033726573861055
S100A10	0.544524	-0.0034427308	0.5860809226286481	0.7033726573861055
CCSER2	0.544524	0.13596193	0.5860809226286481	0.7033726573861055
RHOT2	0.54281706	0.086434454	0.5872557728775847	0.7045555728724631
KIAA1551	0.5411101	-0.05131829	0.5884317122157605	0.705284742932569
FAM107B	0.5376961	0.11615305	0.5907868484713433	0.7074245092306375
APMAP	0.53598917	0.08561405	0.5919660405230911	0.7081534002274305
SNRPD1	0.53598917	0.030911714	0.5919660405230911	0.7081534002274305
SDR39U1	0.5342822	0.20895283	0.5931463119327869	0.7093374648804426
SNRNP200	0.53001475	-0.05313521	0.5961016965214989	0.7121856650131736
MAP2K7	0.53001475	0.11863062	0.5961016965214989	0.7121856650131736
LSM12	0.5291613	0.10173297	0.5966935777251334	0.7124356792075655
MTHFD2	0.5283078	0.27861747	0.5972857263014395	0.7124794241866539
MIER1	0.5274543	0.22653519	0.5978781419396599	0.7124794241866539
SRP54	0.5274543	0.19539516	0.5978781419396599	0.7124794241866539
RPSAP58	0.52660084	-0.33610874	0.5984708243285081	0.7129575655148318
SLMO2	0.5214799	-0.042248152	0.6020325029261617	0.716512956502725
POLR2A	0.51891947	0.03412654	0.6038169179826991	0.7181776437456312
PCGF5	0.51721245	0.039175678	0.6050078465908555	0.7191347656253897
SEPT9	0.5155055	-0.09329637	0.606199827094756	0.7200919158216496
BIN2	0.51294506	0.015683593	0.6079897645810495	0.7217576931143858
RPS15	0.51038456	0.017438218	0.6097820544680923	0.7229635055202724
SMEK2	0.51038456	0.081444524	0.6097820544680923	0.7229635055202724
RAB14	0.5052637	-0.0069734226	0.613373656706575	0.7265278300175844
FAM120A	0.5018497	0.20755067	0.6157732319684035	0.7286747746585112
GTF2E2	0.5018497	-0.03709048	0.6157732319684035	0.7286747746585112
TRIAP1	0.4984358	0.24164833	0.6181769219104563	0.7305905608360962
RASSF1	0.4975823	-0.020465048	0.6187784848558595	0.7310695043157426
SRPK2	0.4967288	0.030076532	0.6193803033269447	0.7313165027233804
COX11	0.49502185	0.1341302	0.6205847055255134	0.7320422690456166
CMIP	0.49502185	0.13986328	0.6205847055255134	0.7320422690456166
GRSF1	0.4916079	0.08689069	0.6229965616750739	0.7339573539000238
SPTAN1	0.4916079	0.09594619	0.6229965616750739	0.7339573539000238
SMARCC1	0.48904744	0.04170344	0.6248081135981216	0.7358587650345999
UBQLN1	0.48819396	0.24894641	0.6254124690898728	0.736337665156714
LSM4	0.48648697	-0.06690395	0.626621935339464	0.7375284725676877
MRPS30	0.4856335	0.11393629	0.6272270454255261	0.7377743263312252
IRS2	0.48478	0.23926705	0.6278324063704042	0.7377872771610555
SF3A3	0.48478	0.18803494	0.6278324063704042	0.7377872771610555
SMIM7	0.48307303	0.068192564	0.6290438794874919	0.7387446884930369
DOCK2	0.48136607	0.08641617	0.630256351987453	0.7399352631782077
ETF1	0.47965908	0.16892676	0.6314698211589564	0.7408927580327517
ZNF106	0.47453818	0.00016446158	0.6351161814689286	0.744467315011108
DDB1	0.4728312	-0.096602455	0.6363336100527678	0.745425090857662
ZFP36L2	0.46941727	0.032912683	0.6387714134450757	0.7480455168771893
NPM1	0.46429634	0.001210485	0.6424354425866053	0.752099839104847
CEBPZ-AS1	0.46258938	0.12381728	0.6436587275902986	0.7532951293357235
LSM5	0.4608824	-0.028506836	0.6448829789141395	0.7535438385554614
IER3IP1-1	0.45746845	0.16790496	0.6473343692878617	0.7556969251498423
RPL13A	0.45746845	0.00721387	0.6473343692878617	0.7556969251498423
TNFRSF1B	0.45746845	-0.072220966	0.6473343692878617	0.7556969251498423
SURF2	0.4540545	0.13019457	0.6497895911608197	0.7578504345389578
NDUFA6	0.45234755	0.041188054	0.6510186318294966	0.7588085711840518
CD83	0.4489336	0.20575336	0.6534795584033246	0.7604868360918691
MT1X	0.44808012	0.21698822	0.6540953807217242	0.7609656975344271
AFF4	0.4472266	0.0038857588	0.6547114385941206	0.7614445338302639
TROVE2	0.44466618	0.13862693	0.6565610219445768	0.7628837096851637
C12orf75	0.44381267	0.09903066	0.657178018439851	0.7628837096851637
ZFR	0.4421057	-0.05321355	0.6584127123343214	0.7638407915056115
SRRM1	0.44039875	0.005937331	0.6596483383568115	0.7647977621546594
SLC16A3	0.44039875	0.1422667	0.6596483383568115	0.7647977621546594
ILF3	0.4369848	0.009120111	0.6621223751809979	0.7671884645843299
EIF4G1	0.43527782	0.11763009	0.6633607801612935	0.7683843064760987
STK24	0.43271735	0.23199478	0.6652201126263946	0.770058838001686
XIAP	0.43186387	0.041803364	0.6658403486480743	0.770058838001686
FAM65B	0.43186387	0.014038394	0.6658403486480743	0.770058838001686
KIAA1109	0.43186387	0.04010723	0.6658403486480743	0.770058838001686
WIPI2	0.4310104	-0.08361488	0.6664608133245135	0.7705371216456033
MBD4	0.43015692	0.034135945	0.667081506287871	0.7710153722582345
STRA13	0.4293034	0.11900888	0.6677024271698375	0.7712542924257056
THRAP3	0.42674297	0.083179444	0.6695665536372926	0.7722099243559236
SIVA1	0.42674297	-0.044351056	0.6695665536372926	0.7722099243559236
FGD5-AS1	0.42503598	0.020451996	0.6708104374353027	0.7734049749254078
SERPINB6	0.4241825	0.058726944	0.6714327180683015	0.773882835681323
UBR4	0.41991508	0.08379518	0.6745474936966693	0.7769919166490555
CNOT7	0.4182081	-0.020877318	0.6757949708003079	0.7779418060885087
STK17A	0.4182081	0.111492954	0.6757949708003079	0.7779418060885087
NSMCE4A	0.41138023	-0.013876744	0.6807937576751879	0.7820098561327575
TMBIM4-1	0.40967324	0.08959896	0.6820456589350077	0.7832063009170424
RXRA	0.40711278	0.13651045	0.6839251519275609	0.7851224617072247
TCEB2	0.40455234	0.021553507	0.6858066051148097	0.7867972265704102
LRPPRC	0.40455234	-0.116649054	0.6858066051148097	0.7867972265704102
MMADHC	0.4011384	0.08553069	0.6883182407430714	0.7889495624891344
EIF3F	0.4011384	-0.10577341	0.6883182407430714	0.7889495624891344
PDE4B	0.3994314	0.105024405	0.6895753508245062	0.7898874047952499
SNAP23	0.3994314	0.1302839	0.6895753508245062	0.7898874047952499
TMEM248	0.39857793	0.11397981	0.6902042275874645	0.7898874047952499
MKLN1	0.39857793	0.13938461	0.6902042275874645	0.7898874047952499
SETD5	0.39772445	0.029299553	0.6908333183185094	0.7898874047952499
EEF1B2	0.39772445	0.0051751323	0.6908333183185094	0.7898874047952499
CCDC124	0.39772445	0.1347214	0.6908333183185094	0.7898874047952499
CREBBP	0.39687097	0.072493374	0.6914626226320315	0.7903642746107076
SYAP1	0.39260352	0.05099069	0.6946123344095656	0.7937208755266101
PSMG3	0.39089656	0.08689379	0.695873700652197	0.7946745357953945
AL592284.1	0.39089656	0.093199044	0.695873700652197	0.7946745357953945
SZRD1	0.38918957	0.09615515	0.6971359088213704	0.7953842293047744
CD46	0.38492215	0.13664734	0.70029509219229	0.7982428776361802
U2AF2	0.38406867	-0.055466376	0.7009275536708671	0.7982428776361802
FLII	0.38406867	0.027357865	0.7009275536708671	0.7982428776361802
HDAC2	0.3823617	0.047670856	0.7021930982942131	0.7984632360450837
HCFC1R1	0.3823617	0.0033060182	0.7021930982942131	0.7984632360450837
MIIP	0.3823617	0.20817906	0.7021930982942131	0.7984632360450837
SEPT2	0.3823617	0.08136114	0.7021930982942131	0.7984632360450837
SSH2	0.38065472	0.041786402	0.7034594691834638	0.7991711602316105
CD52	0.37724078	0.008900697	0.7059946771415075	0.8015622492911507
ARHGEF3	0.36870593	0.054780513	0.7123469351558857	0.8065311511422436
MAD2L2	0.36870593	0.20575355	0.7123469351558857	0.8065311511422436
TBRG1	0.36785245	-0.045685813	0.7129832687207168	0.8065311511422436
USP33	0.36699894	0.0484741	0.7136198020981989	0.8065311511422436
RBBP7	0.36699894	0.04543327	0.7136198020981989	0.8065311511422436
NCL	0.36699894	-0.009658861	0.7136198020981989	0.8065311511422436
SMC5	0.36699894	-0.010234997	0.7136198020981989	0.8065311511422436
HNRNPH2	0.36529198	0.12611185	0.7148934666863864	0.8077255066565846
SRSF10	0.3644385	0.0699011	0.7155305970936876	0.8081846531309831
SEPT1	0.36187804	-0.057722207	0.7174431759392854	0.808888400604874
CTCF	0.36187804	0.12148775	0.7174431759392854	0.808888400604874
SPPL2A	0.35590363	0.0640913	0.721912735900218	0.8131712718922587
RBM33	0.35505015	0.21357891	0.7225520243532448	0.8131712718922587
CCL5	0.3533432	0.074540086	0.723831182111407	0.8141187925650497
PPIL3	0.35248968	-0.0005402284	0.724471050601653	0.8143465718202704
PRDX3	0.34310135	0.26244137	0.7315222209273404	0.8197979990169774
RAD23B	0.34139436	0.02575098	0.7328067121420333	0.8207435175990773
LYAR	0.34139436	0.060015254	0.7328067121420333	0.8207435175990773
KPNA4	0.3396874	-0.002078902	0.7340919521126961	0.8219357876330968
ABI3	0.33798042	0.13002235	0.7353779375287455	0.8226336555593415
PSMA3	0.33798042	0.027784845	0.7353779375287455	0.8226336555593415
NAA16	0.33456647	0.0493754	0.7379521314233691	0.8237810963491088
MAPKAPK5-AS1	0.333713	0.07501011	0.7385961406102655	0.8242529300667152
MRPL1	0.3285921	0.011592006	0.7424640336188095	0.8260938336410059
GYG1	0.32773858	0.01641713	0.7431093181992509	0.8265648449743161
PAK2	0.32603163	-0.022145187	0.7444004285135821	0.8272596824185556
LINC-PINT	0.32432464	0.058282804	0.7456922575652187	0.8284480808988289
USP8	0.32347116	0.044705804	0.7463384405658714	0.8289186855554146
TMPO	0.3217642	-0.017578289	0.7476313414102321	0.8296123705040835
PMAIP1	0.32091072	0.108621225	0.7482780584101666	0.8298354644191365
CRELD2	0.31664327	0.032896988	0.751514292278216	0.8324328448673636
PIGC	0.3157898	0.20673157	0.7521620658605275	0.832902626602618
DNAJC2	0.31237584	0.14082159	0.7547549020658896	0.8345330330443506
FRG1	0.30640146	-0.015689828	0.7592990060213946	0.8385615357128331
HIGD1A	0.30554795	0.18073918	0.7599488468240491	0.838781714751855
TLE4	0.303841	-0.05144798	0.7612490364643931	0.8394703617984602
CHD6	0.303841	-0.019404499	0.7612490364643931	0.8394703617984602
IMP3	0.30298752	0.0038283947	0.7618993844429034	0.8399100354657905
RASAL3	0.302134	0.12823267	0.7625499006202572	0.8399100354657905
CCDC88A	0.30042705	0.13221857	0.7638514358492112	0.8410948394744123
JOSD2	0.29957357	0.10557224	0.7645024540387819	0.8415628551109737
GIT2	0.29530612	-0.0023395943	0.7677600334651662	0.8436525124297076
IGSF6	0.29530612	0.13536856	0.7677600334651662	0.8436525124297076
BLOC1S6	0.29359916	0.11029158	0.7690642184488405	0.8445871865241764
CHD2	0.2918922	-0.019256227	0.7703690572086883	0.8457707455911425
RAB11B	0.2910387	-0.012728514	0.7710217206685981	0.8459884760665466
CASP8	0.2901852	-0.11004999	0.7716745462685646	0.8462061278869654
UBR5	0.28933173	0.013980492	0.7723275335732072	0.8466728687155206
NUP50	0.28677127	-0.0016719863	0.774287461356235	0.8480725017913586
RAB8B	0.28677127	-0.09520544	0.774287461356235	0.8480725017913586
MT1F	0.2850643	0.10209547	0.7755948804042351	0.8492547293811736
NUDT4	0.2842108	-0.034969322	0.776248828774762	0.8494712425381175
PPIG	0.28335732	0.02824643	0.7769029357927307	0.8496876748581877
CNBP	0.27994338	0.020739574	0.7795209415718961	0.8520504803092871
ICAM3	0.27652943	-0.03115101	0.7821414506014368	0.8536620052871485
VEZF1	0.27652943	0.1332235	0.7821414506014368	0.8536620052871485
KANSL1	0.27482247	0.01941474	0.7834526350329236	0.8548425469858212
ATP5EP2	0.27140853	-0.17145665	0.7860768460787617	0.8574546499113381
WDR61	0.26970154	0.1405522	0.787389865617175	0.8583840338285598
DERL2	0.26970154	0.22250268	0.787389865617175	0.8583840338285598
PKN2	0.26884806	0.07703233	0.7880466023398347	0.8588485651488277
NDUFA1	0.26799458	0.02612061	0.7887034897732977	0.8590616542602401
TMEM66	0.26799458	0.041157503	0.7887034897732977	0.8590616542602401
FOXN3	0.2671411	0.009056251	0.7893605274735387	0.8595259076934088
FASTK	0.25689927	0.11493073	0.7972565386249186	0.8655928133641974
LYPLA1	0.2560458	0.12096633	0.7979154892423208	0.8658034038282059
FGFBP2	0.2560458	0.13445543	0.7979154892423208	0.8658034038282059
LYRM2	0.2543388	0.06348342	0.799233822079905	0.8664764929914313
RNF187	0.25007138	0.088882044	0.8025321508941745	0.869293115162858
RBM27	0.2492179	-0.003601242	0.8031922410671515	0.869755133973269
CCNI	0.24751092	0.038276937	0.8045128422180977	0.8709319257035453
FAM134A	0.24409698	0.13241266	0.8071557150967754	0.8732852652586844
LMAN1	0.23812257	0.041838672	0.811786026896028	0.8772754393966361
C1orf35	0.23726909	0.057989556	0.8124480417666322	0.8774815857131492
ADRBK1	0.23726909	0.054832526	0.8124480417666322	0.8774815857131492
EPS15	0.23556212	0.027409574	0.8137724732788707	0.8781479833354142
ANKRD13D	0.23556212	0.037795495	0.8137724732788707	0.8781479833354142
NUDT21	0.23556212	0.16176902	0.8137724732788707	0.8781479833354142
PAPOLA	0.23214817	0.05183734	0.8164229306296662	0.8804978261410011
SRI	0.22702725	0.016301896	0.8204025476846291	0.8840217267296177
IFITM1	0.22275983	-0.08901715	0.8237224357327293	0.8865729337192728
STK38	0.21593194	-0.15386856	0.8290408001027789	0.891210184867454
PANK2	0.21507846	0.025674313	0.829706152238309	0.891210184867454
AIMP1	0.21507846	0.066188775	0.829706152238309	0.891210184867454
NCK1	0.21251799	0.11244605	0.831702939680083	0.8928399387052838
COIL	0.21081102	0.028784735	0.833034735876437	0.8937543521762752
SEC14L1	0.21081102	0.056391507	0.833034735876437	0.8937543521762752
CDK11A	0.20995754	0.056871798	0.8337008139555542	0.8942113569039413
COX7A2L	0.20825057	-0.0027003544	0.8350333277570645	0.8950080914535687
DPP7	0.20739707	0.09495679	0.8356997625512455	0.8950080914535687
RPL8	0.2065436	0.024057139	0.8363663153218096	0.8950080914535687
PYURF	0.2065436	-0.024766129	0.8363663153218096	0.8950080914535687
HSPB11	0.2065436	0.13745883	0.8363663153218096	0.8950080914535687
XPA	0.20483662	0.09968435	0.8376997729328609	0.8956629211604864
PWP1	0.20483662	-0.03869055	0.8376997729328609	0.8956629211604864
ZNF292	0.20398314	-0.065782875	0.8383666768431028	0.8958615508073787
PER1	0.20312965	0.124594316	0.8390336968692396	0.8963171219566977
MSRB1	0.2005692	0.10479515	0.8410354489842717	0.8981978812782988
CD84	0.19800873	-0.038856573	0.8430382293604496	0.899047642078555
ILKAP	0.19630176	0.08619484	0.8443739813084321	0.8994418496546341
MAPK1	0.19459479	0.011034594	0.8457101809171832	0.9003501182777559
SLAIN2	0.19118086	-0.10755646	0.8483839081346567	0.9021649554236041
GPATCH8	0.19118086	-0.013344798	0.8483839081346567	0.9021649554236041
TMCO1	0.19118086	0.047259446	0.8483839081346567	0.9021649554236041
HNRNPH3	0.18947388	0.07307841	0.8497214282426651	0.9030715179154352
DHX29	0.18862039	0.00891467	0.8503903507788434	0.9035245838232275
SMARCC2	0.18605994	-0.095755026	0.8523977626771299	0.904367312880237
HIST2H2AA3	0.17923205	-0.008400492	0.857755503017503	0.9074663333060173
ASH1L	0.17923205	0.06163394	0.857755503017503	0.9074663333060173
PRRC2B	0.17923205	-0.11936409	0.857755503017503	0.9074663333060173
GCA	0.17923205	0.13479105	0.857755503017503	0.9074663333060173
CTSD	0.17923205	0.07555758	0.857755503017503	0.9074663333060173
ARHGAP26	0.17752507	0.019110467	0.8590959726577658	0.9083683708624418
KIAA0020	0.1766716	-0.0047162003	0.8597663600635201	0.9085612726664442
COX6A1P2	0.17240416	0.054493476	0.8631198040212028	0.9118462837375771
ZC3H11A	0.1698437	0.010463552	0.8651330588828905	0.9134549223929357
HHEX	0.16642976	0.03369348	0.8678187586961843	0.9152526359061429
SMNDC1	0.16557626	0.07177888	0.8684904233385098	0.9154424954748402
SPEN	0.16386929	0.20455576	0.8698340369202054	0.9163400151317808
RNF168	0.16216232	0.056963664	0.8711780263903461	0.9172369155435818
TRAPPC2L	0.16045536	0.19764091	0.872522387936948	0.918133193748854
APPL1	0.15021352	0.14925182	0.8805961569490324	0.925060673759717
EFR3A	0.15021352	0.047409926	0.8805961569490324	0.925060673759717
UQCR11-1	0.14850655	0.002238256	0.8819430160286041	0.9259531411588728
MAX	0.14679958	0.1659034	0.8832902165754388	0.926583877894911
RAP1B	0.14338563	0.011604427	0.8859856267086617	0.928365355617067
FAM162A	0.14338563	0.039320637	0.8859856267086617	0.928365355617067
RP11-138A9.1	0.14167866	0.059952933	0.8873338286066399	0.9289938649792316
JARID2	0.14167866	0.029505875	0.8873338286066399	0.9289938649792316
GMFG	0.14167866	0.025797354	0.8873338286066399	0.9289938649792316
HERC1	0.13997169	-0.03796862	0.8886823565951267	0.9296216561686101
TMEM176A	0.13826472	0.021997875	0.8900312068227729	0.9302487269739003
MFSD1	0.13826472	0.20001097	0.8900312068227729	0.9302487269739003
CIR1	0.13826472	-0.070267685	0.8900312068227729	0.9302487269739003
PRKCSH	0.13741124	-0.11037511	0.8907057515719681	0.9306925417659958
FAM91A1	0.13143684	0.18929008	0.8954297530007153	0.9340561345027069
PTEN	0.12972987	0.14750001	0.8967801565571321	0.9349410142829675
IQGAP2	0.12631592	0.1846153	0.8994818570200874	0.9372329142537229
FRA10AC1	0.12375546	0.07662904	0.9015088988032716	0.9388196697828253
ARID1A	0.12204849	0.010507342	0.9028606176953127	0.9397017720227346
WDR26	0.118634544	0.096540265	0.9055648965099768	0.9417268010620369
DPH5	0.11778106	0.070002474	0.9062411385974043	0.942166945878485
UBA3	0.116074085	-0.062030513	0.9075938262332758	0.9427836565949007
